NESO BMU ID,SETT UNIT ID,CRM UNIT CAT,BMRS FUEL TYPE,REG FUEL TYPE,REG TYPE,DGB FLG,GC OC2,latitude,longitude,UK_REPD_ID
ERRO-1,T_ERRO-1,Primary BMU,NPSHYD,NPSHYD,BMU,Generation,,56.7644,-4.10523,
ERRO-2,T_ERRO-2,Primary BMU,NPSHYD,NPSHYD,BMU,Generation,YES,56.7644,-4.10523,
ERRO-3,T_ERRO-3,Primary BMU,NPSHYD,NPSHYD,BMU,Generation,YES,56.7644,-4.10523,
EWHLW-1,T_EWHLW-1,Primary BMU,WIND,WIND,BMU,Generation,YES,55.10709221706526,-3.333868979519691,3627.0
EXETR-2,E_EXETR-2,Primary BMU,OCGT,OCGT,BMU,Generation,YES,,,
FAARW-1,T_FARR-1,Primary BMU,WIND,WIND,BMU,Generation,,57.325,-4.09417,4676.0
FAARW-2,T_FARR-2,Primary BMU,WIND,WIND,BMU,Generation,YES,57.325,-4.09417,4676.0
FALGW-1,T_FALGW-1,Primary BMU,WIND,WIND,BMU,Generation,YES,55.83130753143639,-2.6880276875875873,4059.0
FARNB-1,E_FARNB-1,Primary BMU,OTHER,BATTERY,BMU,Bi-Directional,YES,,,
FASN-1,T_FASN-1,Primary BMU,NPSHYD,NPSHYD,BMU,Generation,,57.326083333,-4.794,390.0
FASN-4,E_FASN-4,Primary BMU,NPSHYD,NPSHYD,BMU,Generation,YES,57.326083333,-4.794,390.0
FASN2,T_FASN-2,Primary BMU,NPSHYD,NPSHYD,BMU,Generation,YES,57.326083333,-4.794,390.0
FASN3,E_FASN-3,Primary BMU,NPSHYD,NPSHYD,BMU,Generation,YES,57.326083333,-4.794,390.0
FAWN-1,E_FAWN-1,Primary BMU,CCGT,CCGT,BMU,Generation,YES,,,
FBPG01,2__FBPGM001,Primary BMU,OTHER,BATTERY,BMU,Bi-Directional,YES,,,
FBPG02,2__FBPGM002,Primary BMU,OTHER,BATTERY,BMU,Bi-Directional,,,,
FDUNT-1,E_FDUN-1,Primary BMU,OCGT,OCGT,BMU,Generation,,,,
FELL-1,E_FELL-1,Primary BMU,CCGT,GAS,BMU,Generation,,,,
FERRB-1,,Primary BMU,OTHER,BATTERY,BMU,Bi-Directional,YES,,,
FERRB-2,,Primary BMU,OTHER,BATTERY,BMU,Bi-Directional,,,,
FFES-1,T_FFES-1,Primary BMU,PS,PS,BMU,Bi-Directional,,52.9808,-3.96889,6840.0
FFES-2,T_FFES-2,Primary BMU,PS,PS,BMU,Bi-Directional,YES,52.9808,-3.96889,6840.0
FFES-3,T_FFES-3,Primary BMU,PS,PS,BMU,Bi-Directional,YES,52.9808,-3.96889,6840.0
FFES-4,T_FFES-4,Primary BMU,PS,PS,BMU,Bi-Directional,YES,52.9808,-3.96889,6840.0
FFSE01,2__FFSEN005,Primary BMU,OTHER,BATTERY,BMU,Bi-Directional,YES,,,
FFSE02,2__FFSEN007,Primary BMU,OTHER,BATTERY,BMU,Bi-Directional,,,,
FINL-1,T_FINL-1,Primary BMU,NPSHYD,NPSHYD,BMU,Generation,,56.4816,-4.29872,
FOXJD-1,,Primary BMU,CCGT,OTHER,BMU,Demand,YES,,,
FOXJD-2,,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
FOYE-1,T_FOYE-1,Primary BMU,PS,PS,BMU,Bi-Directional,,57.262111111,-4.483527777,6842.0
FOYE-2,T_FOYE-2,Primary BMU,PS,PS,BMU,Bi-Directional,YES,57.262111111,-4.483527777,6842.0
FOYED-1,T_FOYED-1,Primary BMU,OTHER,OTHER,BMU,Demand,YES,57.262111111,-4.483527777,6842.0
FSDLW-1,T_FSDLW-1,Primary BMU,WIND,WIND,BMU,Generation,,55.77701055393305,-5.470638736814853,3886.0
FUABW-1,,Primary BMU,WIND,WIND,BMU,Generation,YES,,,
GABNE-1,,Primary BMU,WIND,WIND,BMU,Generation,,,,
GAOFO-1,T_GANW-11,Primary BMU,WIND,WIND,BMU,Generation,,51.771111111,1.992222222,2526.0
GAOFO-2,T_GANW-22,Primary BMU,WIND,WIND,BMU,Generation,YES,51.771111111,1.992222222,2526.0
GAOFO-3,T_GANW-13,Primary BMU,WIND,WIND,BMU,Generation,YES,51.771111111,1.992222222,2526.0
GAOFO-4,T_GANW-24,Primary BMU,WIND,WIND,BMU,Generation,YES,51.771111111,1.992222222,2526.0
GARBR-1,,Primary BMU,WIND,WIND,BMU,Generation,YES,,,
GCAAD-1,,Primary BMU,WIND,WIND,BMU,Generation,,,,
GCAAD-2,,Primary BMU,WIND,WIND,BMU,Generation,,,,
GCHAP-1,,Primary BMU,WIND,WIND,BMU,Generation,,,,
GCOAT-1,,Primary BMU,WIND,WIND,BMU,Generation,,,,
GCOUA-1,,Primary BMU,WIND,WIND,BMU,Generation,,,,
GCOYL-1,,Primary BMU,WIND,WIND,BMU,Generation,,,,
GCOYL-2,,Primary BMU,WIND,WIND,BMU,Generation,,,,
GCUMB-1,,Primary BMU,WIND,WIND,BMU,Generation,,,,
GDEVO-1,,Primary BMU,WIND,WIND,BMU,Generation,,,,
GDSTW-1,E_GDSTW-1,Primary BMU,WIND,WIND,BMU,Generation,,57.46192107232462,-2.4827606935747832,3666.0
GFLDW-1,E_GFLDW-1,Primary BMU,WIND,WIND,BMU,Generation,YES,53.6643,-0.8822,4373.0
GFSE02,,Primary BMU,OTHER,BATTERY,BMU,Bi-Directional,,,,
GHAV01,,Primary BMU,CCGT,CCGT,BMU,Generation,,,,
GLCHW-1,E_GLCHW-1,Primary BMU,WIND,WIND,BMU,Generation,,54.96342048614851,-4.754333642927352,4638.0
GLEN-1,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation,YES,,,
GLEN-2,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation,,,,
GLEND-1,T_GLEND-1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
GLLEH-1,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation,,,,
GLNDO-1,T_GLNDO-1,Primary BMU,NPSHYD,NPSHYD,BMU,Generation,,57.093,-4.556,388.0
GLNKW-1,T_GLNKW-1,Primary BMU,WIND,WIND,BMU,Generation,YES,57.32073186592512,-4.0856501261904805,4371.0
GLOFW-1,E_GLOFW-1,Primary BMU,WIND,WIND,BMU,Generation,YES,57.414,-2.65,3311.0
GLWSW-1,T_GLWSW-1,Primary BMU,WIND,WIND,BMU,Generation,YES,55.53957495446019,-3.9754222827482066,4368.0
GNAPW-1,T_GNAPW-1,Primary BMU,WIND,WIND,BMU,Generation,YES,55.00066067963829,-4.989675973919238,4593.0
GNFSW-1,T_GNFSW-1,Primary BMU,WIND,WIND,BMU,Generation,YES,51.7394,1.17444,2490.0
GNFSW-2,T_GNFSW-2,Primary BMU,WIND,WIND,BMU,Generation,YES,51.7394,1.17444,2490.0
GORDW-1,T_GORDW-1,Primary BMU,WIND,WIND,BMU,Generation,YES,58.08821976861972,-3.9588616362831224,3435.0
GORDW-2,T_GORDW-2,Primary BMU,WIND,WIND,BMU,Generation,YES,58.08821976861972,-3.9588616362831224,3435.0
GOSHS-1,E_GOSHS-1,Primary BMU,CCGT,CCGT,BMU,Generation,YES,,,
GOWKD-1,T_GOWKD-1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
GPEHG-1,,Primary BMU,WIND,WIND,BMU,Generation,,,,
GPOOB-1,,Primary BMU,WIND,WIND,BMU,Generation,,,,
GRAI-6,T_GRAI-6,Primary BMU,CCGT,GAS,BMU,Generation,,51.443055555,0.708055555,
GRAI-7,T_GRAI-7,Primary BMU,CCGT,GAS,BMU,Generation,YES,51.443055555,0.708055555,
GRAI-8,T_GRAI-8,Primary BMU,CCGT,GAS,BMU,Generation,YES,51.443055555,0.708055555,
GRAI1G,T_GRAI1G,Primary BMU,OCGT,OCGT,BMU,Generation,YES,51.443055555,0.708055555,
GRAI4G,T_GRAI4G,Primary BMU,OCGT,OCGT,BMU,Generation,YES,51.443055555,0.708055555,
GRAISC-1,T_GRAISC-1,Primary BMU,OTHER,OTHER,BMU,Generation,YES,,,
GRAISC-2,T_GRAISC-2,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
GRFLB-1,,Primary BMU,OTHER,BATTERY,BMU,Bi-Directional,,,,
GRGBW-1,T_GRGBW-1,Primary BMU,WIND,WIND,BMU,Generation,,51.88,1.94,2510.0
GRGBW-2,T_GRGBW-2,Primary BMU,WIND,WIND,BMU,Generation,YES,51.88,1.94,2510.0
GRGBW-3,T_GRGBW-3,Primary BMU,WIND,WIND,BMU,Generation,YES,51.88,1.94,2510.0
GRGRW-1,E_GRGRW-1,Primary BMU,WIND,WIND,BMU,Generation,YES,55.90107344734601,-3.912006838722235,4213.0
GRIFW-1,T_GRIFW-1,Primary BMU,WIND,WIND,BMU,Generation,YES,56.583251,-3.7435659,4028.0
GRIFW-2,T_GRIFW-2,Primary BMU,WIND,WIND,BMU,Generation,YES,56.583251,-3.7435659,4028.0
GRKNW-1,,Primary BMU,WIND,WIND,BMU,Generation,YES,,,
GRMO-1,T_GRMO-1,Primary BMU,CCGT,CCGT,BMU,Generation,,,,
GRTSC-1,,Primary BMU,OTHER,LOAD RESPONSE,BMU,Generation,YES,,,
GSACO-1,,Primary BMU,WIND,WIND,BMU,Generation,,,,
GSACO-2,,Primary BMU,WIND,WIND,BMU,Generation,,,,
GSMA03,2__GSMAE003,Primary BMU,CCGT,CCGT,BMU,Generation,,,,
GSTRI-3,,Primary BMU,WIND,WIND,BMU,Generation,,,,
GTAYN-1,,Primary BMU,WIND,WIND,BMU,Generation,,,,
GTHSO-1,,Primary BMU,WIND,WIND,BMU,Generation,,,,
GTHSO-2,,Primary BMU,WIND,WIND,BMU,Generation,,,,
GYAR-1,E_GYAR-1,Primary BMU,CCGT,GAS,BMU,Generation,,52.5839,1.73326,
GYMRO-15,T_GYMR-15,Primary BMU,WIND,WIND,BMU,Generation,YES,53.45,-3.58333333,2543.0
GYMRO-17,T_GYMR-17,Primary BMU,WIND,WIND,BMU,Generation,YES,53.45,-3.58333333,2543.0
GYMRO-26,T_GYMR-26,Primary BMU,WIND,WIND,BMU,Generation,YES,53.45,-3.58333333,2543.0
GYMRO-28,T_GYMR-28,Primary BMU,WIND,WIND,BMU,Generation,YES,53.45,-3.58333333,2543.0
HADHW-1,T_HADHW-1,Primary BMU,WIND,WIND,BMU,Generation,YES,55.2458,-4.72306,3109.0
HALSW-1,T_HALSW-1,Primary BMU,WIND,WIND,BMU,Generation,YES,58.43089974308122,-3.4444471502354204,4636.0
HAWFW-1,,Primary BMU,WIND,WIND,BMU,Generation,YES,,,
HAWKB-1,E_HAWKB-1,Primary BMU,OTHER,BATTERY,BMU,Bi-Directional,YES,51.013772,-2.208174,
HBHDW-1,E_HBHDW-1,Primary BMU,WIND,WIND,BMU,Generation,,55.80868120217947,-3.5321721583194177,4225.0
HEYM11,T_HEYM11,Primary BMU,NUCLEAR,NUCLEAR,BMU,Generation,YES,54.0304,-2.91719,
HEYM12,T_HEYM12,Primary BMU,NUCLEAR,NUCLEAR,BMU,Generation,YES,54.0304,-2.91719,
HEYM27,T_HEYM27,Primary BMU,NUCLEAR,NUCLEAR,BMU,Generation,YES,54.0273,-2.91504,
HEYM28,T_HEYM28,Primary BMU,NUCLEAR,NUCLEAR,BMU,Generation,YES,54.0273,-2.91504,
HEYM2D-1,T_HEYM2-D,Primary BMU,OTHER,OTHER,BMU,Demand,YES,54.0273,-2.91504,
HFSE01,,Primary BMU,OTHER,BATTERY,BMU,Bi-Directional,,,,
HFSE02,2__HFSEN006,Primary BMU,OTHER,BATTERY,BMU,Bi-Directional,,,,
HINB-7,T_HINB-7,Primary BMU,NUCLEAR,NUCLEAR,BMU,Generation,,51.2088898,-3.1280887,
HINB-8,T_HINB-8,Primary BMU,NUCLEAR,NUCLEAR,BMU,Generation,,51.2088898,-3.1280887,
HIRWN-1,T_HIRWN-1,Primary BMU,OCGT,OCGT,BMU,Generation,,,,
HLGLW-1,E_HLGLW-1,Primary BMU,WIND,WIND,BMU,Generation,,57.51052023330882,-3.615587121855942,4381.0
HLTWW-1,E_HLTWW-1,Primary BMU,WIND,WIND,BMU,Generation,YES,57.62284105863536,-3.341046113585472,4014.0
HMGTO-1,T_HMGTO-1,Primary BMU,WIND,WIND,BMU,Generation,YES,53.644,0.293,2544.0
HMGTO-2,T_HMGTO-2,Primary BMU,WIND,WIND,BMU,Generation,YES,53.644,0.293,2544.0
HOWAO-1,T_HOWAO-1,Primary BMU,WIND,WIND,BMU,Generation,YES,53.885,1.791,2525.0
HOWAO-2,T_HOWAO-2,Primary BMU,WIND,WIND,BMU,Generation,YES,53.885,1.791,2525.0
HOWAO-3,T_HOWAO-3,Primary BMU,WIND,WIND,BMU,Generation,YES,53.885,1.791,2525.0
HOWBO-1,T_HOWBO-1,Primary BMU,WIND,WIND,BMU,Generation,YES,53.91,1.5518,2502.0
HOWBO-2,T_HOWBO-2,Primary BMU,WIND,WIND,BMU,Generation,YES,53.91,1.5518,2502.0
HOWBO-3,T_HOWBO-3,Primary BMU,WIND,WIND,BMU,Generation,YES,53.91,1.5518,2502.0
HRSTB-1,T_HRSTB-1,Primary BMU,OTHER,BATTERY,BMU,Bi-Directional,YES,,,
HRSTW-1,T_HRSTW-1,Primary BMU,WIND,WIND,BMU,Generation,,55.244384,-3.5596388,4119.0
HRTL-1,T_HRTL-1,Primary BMU,NUCLEAR,NUCLEAR,BMU,Generation,YES,54.635,-1.18083,
HRTL-2,T_HRTL-2,Primary BMU,NUCLEAR,NUCLEAR,BMU,Generation,YES,54.635,-1.18083,
HSSE01,2__HIMPO002,Primary BMU,OTHER,BATTERY,BMU,Bi-Directional,YES,,,
HUMR-1,T_HUMR-1,Primary BMU,CCGT,CCGT,BMU,Generation,,53.6383,-0.23328,
HUMR-2,T_HUMR-2,Primary BMU,OTHER,GAS,BMU,Generation,YES,,,
HYWDW-1,E_HYWDW-1,Primary BMU,WIND,WIND,BMU,Generation,,57.48333333,-1.35,2479.0
I2D-ALEU1,I_I2D-ALEU1,Primary BMU,OTHER,OTHER,BMU,Demand,YES,,,
I2D-ALIP1,I_I2D-ALIP1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
I2D-ARON1,I_I2D-ARON1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
I2D-AROS1,I_I2D-AROS1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-ATLS1,I_I2D-ATLS1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-AXPO1,I_I2D-AXPO1,Primary BMU,CCGT,OTHER,BMU,Demand,,,,
I2D-BAYW1,I_I2D-BAYW1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-BDEN1,I_I2D-BDEN1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-BKWE1,I_I2D-BKWE1,Primary BMU,,OTHER,BMU,Demand,,,,
I2D-BNPS1,I_I2D-BNPS1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-BPGM1,I_I2D-BPGM1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-CACM1,I_I2D-CACM1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-CBST1,I_I2D-CBST1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-CENT1,I_I2D-CENT1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-CETL1,I_I2D-CETL1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
I2D-CEZC1,I_I2D-CEZC1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-CFPE1,I_I2D-CFPE1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-CNGS1,I_I2D-CNGS1,Primary BMU,CCGT,OTHER,BMU,Demand,,,,
I2D-CNRE1,I_I2D-CNRE1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-COMM1,I_I2D-COMM1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-CONS1,I_I2D-CONS1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
I2D-CONV1,I_I2D-CONV1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-COPN1,I_I2D-COPN1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-DARE1,I_I2D-DARE1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
I2D-DMCC1,I_I2D-DMCC1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
I2D-DSKC1,I_I2D-DSKC1,Primary BMU,WIND,OTHER,BMU,Demand,,,,
I2D-DUEN1,I_I2D-DUEN1,Primary BMU,WIND,OTHER,BMU,Demand,,,,
I2D-DUGE1,I_I2D-DUGE1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-DVAL1,I_I2D-DVAL1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-EDFT1,I_I2D-EDFT1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-EDMK1,I_I2D-EDMK1,Primary BMU,,OTHER,BMU,Demand,,,,
I2D-ELEE1,I_I2D-ELEE1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-ELTR1,I_I2D-ELTR1,Primary BMU,,OTHER,BMU,Demand,,,,
I2D-ENBW1,I_I2D-ENBW1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-ENKI1,,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
I2D-ENSC1,I_I2D-ENSC1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-ENSP1,I_I2D-ENSP1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-ENTC1,I_I2D-ENTC1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-EPCO1,I_I2D-EPCO1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-EWII1,I_I2D-EWII1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-EXXO1,I_I2D-EXXO1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-EZCO1,I_I2D-EZCO1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-EZPD1,I_I2D-EZPD1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-FLEX1,I_I2D-FLEX1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-GASE1,I_I2D-GASE1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-GAZP1,I_I2D-GAZP1,Primary BMU,,OTHER,BMU,Demand,,,,
I2D-GLEN1,I_I2D-GLEN1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
I2D-GRMC1,I_I2D-GRMC1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2D-GRMT1,I_I2D-GRMT1,Primary BMU,,OTHER,BMU,Demand,,,,
I2D-HART1,I_I2D-HART1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
I2D-HELI1,I_I2D-HELI1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-IBES1,I_I2D-IBES1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-INCM1,I_I2D-INCM1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-MCRA1,I_I2D-MCRA1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-MFTE1,I_I2D-MFTE1,Primary BMU,,OTHER,BMU,Demand,,,,
I2D-MQBN1,I_I2D-MQBN1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-NDPL1,,Primary BMU,,OTHER,BMU,Demand,,,,
I2D-NEAS1,I_I2D-NEAS1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-NEHO1,I_I2D-NEHO1,Primary BMU,,OTHER,BMU,Demand,,,,
I2D-NITR1,I_I2D-NITR1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
I2D-NORL1,I_I2D-NORL1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
I2D-NTPL1,I_I2D-NTPL1,Primary BMU,,OTHER,BMU,Demand,,,,
I2D-NVAL1,I_I2D-NVAL1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-OMPX1,I_I2D-OMPX1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-OPMX1,I_I2D-OPMX1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-OUTL1,I_I2D-OUTL1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-PEAK1,I_I2D-PEAK1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-PETC1,I_I2D-PETC1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-PLAN1,I_I2D-PLAN1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
I2D-PREP1,I_I2D-PREP1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-PWMR1,I_I2D-PWMR1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-QTPT1,I_I2D-QTPT1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-QUAR1,I_I2D-QUAR1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-QUEN1,I_I2D-QUEN1,Primary BMU,INTEW,OTHER,BMU,Demand,,,,
I2D-RESP1,I_I2D-RESP1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
I2D-RISQ1,I_I2D-RISQ1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-RWES1,I_I2D-RWES1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
I2D-SETL1,I_I2D-SETL1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-STAT1,I_I2D-STAT1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-STGS1,I_I2D-STGS1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-TGPL1,I_I2D-TGPL1,Primary BMU,,OTHER,BMU,Demand,,,,
I2D-TRFD1,I_I2D-TRFD1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-TRFG1,I_I2D-TRFG1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
I2D-TRGY1,,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-TRLS1,I_I2D-TRLS1,Primary BMU,,OTHER,BMU,Demand,,,,
I2D-VOLT1,I_I2D-VOLT1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-VSAL1,I_I2D-VSAL1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2D-XNON1,I_I2D-XNON1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
I2G-ALEU1,I_I2G-ALEU1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-ALIP1,I_I2G-ALIP1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
I2G-ARON1,I_I2G-ARON1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
I2G-AROS1,I_I2G-AROS1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-ATLS1,I_I2G-ATLS1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-AXPO1,I_I2G-AXPO1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-BAYW1,I_I2G-BAYW1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-BDEN1,I_I2G-BDEN1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-BKWE1,I_I2G-BKWE1,Primary BMU,,OTHER,BMU,Generation,,,,
I2G-BNPS1,I_I2G-BNPS1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-BPGM1,I_I2G-BPGM1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-CACM1,I_I2G-CACM1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-CBST1,I_I2G-CBST1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-CENT1,I_I2G-CENT1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-CETL1,I_I2G-CETL1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
I2G-CEZC1,I_I2G-CEZC1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-CFPE1,I_I2G-CFPE1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-CNGS1,I_I2G-CNGS1,Primary BMU,,OTHER,BMU,Generation,,,,
I2G-CNRE1,I_I2G-CNRE1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-COMM1,I_I2G-COMM1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-CONS1,I_I2G-CONS1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
I2G-CONV1,I_I2G-CONV1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-COPN1,I_I2G-COPN1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-DARE1,I_I2G-DARE1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
I2G-DMCC1,I_I2G-DMCC1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
I2G-DSKC1,I_I2G-DSKC1,Primary BMU,WIND,OTHER,BMU,Generation,,,,
I2G-DUEN1,I_I2G-DUEN1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-DUGE1,I_I2G-DUGE1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-DVAL1,I_I2G-DVAL1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-EDFT1,I_I2G-EDFT1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-EDMK1,I_I2G-EDMK1,Primary BMU,,OTHER,BMU,Generation,,,,
I2G-ELEE1,I_I2G-ELEE1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-ELTR1,I_I2G-ELTR1,Primary BMU,,OTHER,BMU,Generation,,,,
I2G-ENBW1,I_I2G-ENBW1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-ENKI1,,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
I2G-ENSC1,I_I2G-ENSC1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-ENSP1,I_I2G-ENSP1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-ENTC1,I_I2G-ENTC1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-EPCO1,I_I2G-EPCO1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-EWII1,I_I2G-EWII1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-EXXO1,I_I2G-EXXO1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-EZCO1,I_I2G-EZCO1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-EZPD1,I_I2G-EZPD1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-FLEX1,I_I2G-FLEX1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-GASE1,I_I2G-GASE1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-GAZP1,I_I2G-GAZP1,Primary BMU,,OTHER,BMU,Generation,,,,
I2G-GLEN1,I_I2G-GLEN1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
I2G-GRMC1,I_I2G-GRMC1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-GRMT1,I_I2G-GRMT1,Primary BMU,,OTHER,BMU,Generation,,,,
I2G-HART1,I_I2G-HART1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
I2G-HELI1,I_I2G-HELI1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-IBES1,I_I2G-IBES1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
